Exp3 conditions: 2s, 4s, 8s, 15s, 30s
Run duration (s): 276

Trial Condition Onset Duration Image
1 4s 12 0.13333 scrambled-350.jpg
1 4s 12.1333 0.13333 scrambled-904.jpg
1 4s 12.2667 0.13333 scrambled-1249.jpg
1 4s 12.4 0.13333 scrambled-184.jpg
1 4s 12.5333 0.13333 scrambled-515.jpg
1 4s 12.6667 0.13333 scrambled-1242.jpg
1 4s 12.8 0.13333 scrambled-883.jpg
1 4s 12.9333 0.13333 scrambled-424.jpg
1 4s 13.0667 0.13333 scrambled-111.jpg
1 4s 13.2 0.13333 scrambled-200.jpg
1 4s 13.3333 0.13333 scrambled-880.jpg
1 4s 13.4667 0.13333 scrambled-596.jpg
1 4s 13.6 0.13333 scrambled-435.jpg
1 4s 13.7333 0.13333 scrambled-1088.jpg
1 4s 13.8667 0.13333 scrambled-582.jpg
1 4s 14 0.13333 scrambled-607.jpg
1 4s 14.1333 0.13333 scrambled-1424.jpg
1 4s 14.2667 0.13333 scrambled-960.jpg
1 4s 14.4 0.13333 scrambled-333.jpg
1 4s 14.5333 0.13333 scrambled-848.jpg
1 4s 14.6667 0.13333 scrambled-644.jpg
1 4s 14.8 0.13333 scrambled-331.jpg
1 4s 14.9333 0.13333 scrambled-197.jpg
1 4s 15.0667 0.13333 scrambled-1178.jpg
1 4s 15.2 0.13333 scrambled-371.jpg
1 4s 15.3333 0.13333 scrambled-861.jpg
1 4s 15.4667 0.13333 scrambled-1405.jpg
1 4s 15.6 0.13333 scrambled-1382.jpg
1 4s 15.7333 0.13333 scrambled-1323.jpg
1 4s 15.8667 0.13333 scrambled-1279.jpg
2 30s 28 1 scrambled-1134.jpg
2 30s 29 1 scrambled-119.jpg
2 30s 30 1 scrambled-1385.jpg
2 30s 31 1 scrambled-759.jpg
2 30s 32 1 scrambled-130.jpg
2 30s 33 1 scrambled-838.jpg
2 30s 34 1 scrambled-694.jpg
2 30s 35 1 scrambled-801.jpg
2 30s 36 1 scrambled-517.jpg
2 30s 37 1 scrambled-16.jpg
2 30s 38 1 scrambled-34.jpg
2 30s 39 1 scrambled-213.jpg
2 30s 40 1 scrambled-902.jpg
2 30s 41 1 scrambled-1072.jpg
2 30s 42 1 scrambled-814.jpg
2 30s 43 1 scrambled-926.jpg
2 30s 44 1 scrambled-171.jpg
2 30s 45 1 scrambled-819.jpg
2 30s 46 1 scrambled-822.jpg
2 30s 47 1 scrambled-302.jpg
2 30s 48 1 scrambled-1170.jpg
2 30s 49 1 scrambled-865.jpg
2 30s 50 1 scrambled-1187.jpg
2 30s 51 1 scrambled-501.jpg
2 30s 52 1 scrambled-979.jpg
2 30s 53 1 scrambled-1409.jpg
2 30s 54 1 scrambled-566.jpg
2 30s 55 1 scrambled-811.jpg
2 30s 56 1 scrambled-533.jpg
2 30s 57 1 scrambled-304.jpg
3 2s 70 0.066667 scrambled-35.jpg
3 2s 70.0667 0.066667 scrambled-1099.jpg
3 2s 70.1333 0.066667 scrambled-1316.jpg
3 2s 70.2 0.066667 scrambled-593.jpg
3 2s 70.2667 0.066667 scrambled-1267.jpg
3 2s 70.3333 0.066667 scrambled-931.jpg
3 2s 70.4 0.066667 scrambled-955.jpg
3 2s 70.4667 0.066667 scrambled-726.jpg
3 2s 70.5333 0.066667 scrambled-340.jpg
3 2s 70.6 0.066667 scrambled-1013.jpg
3 2s 70.6667 0.066667 scrambled-641.jpg
3 2s 70.7333 0.066667 scrambled-148.jpg
3 2s 70.8 0.066667 scrambled-886.jpg
3 2s 70.8667 0.066667 scrambled-547.jpg
3 2s 70.9333 0.066667 scrambled-164.jpg
3 2s 71 0.066667 scrambled-345.jpg
3 2s 71.0667 0.066667 scrambled-754.jpg
3 2s 71.1333 0.066667 scrambled-1128.jpg
3 2s 71.2 0.066667 scrambled-962.jpg
3 2s 71.2667 0.066667 scrambled-952.jpg
3 2s 71.3333 0.066667 scrambled-998.jpg
3 2s 71.4 0.066667 scrambled-633.jpg
3 2s 71.4667 0.066667 scrambled-895.jpg
3 2s 71.5333 0.066667 scrambled-1247.jpg
3 2s 71.6 0.066667 scrambled-1163.jpg
3 2s 71.6667 0.066667 scrambled-538.jpg
3 2s 71.7333 0.066667 scrambled-536.jpg
3 2s 71.8 0.066667 scrambled-927.jpg
3 2s 71.8667 0.066667 scrambled-118.jpg
3 2s 71.9333 0.066667 scrambled-752.jpg
4 8s 84 0.26667 scrambled-23.jpg
4 8s 84.2667 0.26667 scrambled-971.jpg
4 8s 84.5333 0.26667 scrambled-1167.jpg
4 8s 84.8 0.26667 scrambled-1201.jpg
4 8s 85.0667 0.26667 scrambled-725.jpg
4 8s 85.3333 0.26667 scrambled-84.jpg
4 8s 85.6 0.26667 scrambled-90.jpg
4 8s 85.8667 0.26667 scrambled-1017.jpg
4 8s 86.1333 0.26667 scrambled-135.jpg
4 8s 86.4 0.26667 scrambled-1001.jpg
4 8s 86.6667 0.26667 scrambled-220.jpg
4 8s 86.9333 0.26667 scrambled-105.jpg
4 8s 87.2 0.26667 scrambled-117.jpg
4 8s 87.4667 0.26667 scrambled-210.jpg
4 8s 87.7333 0.26667 scrambled-195.jpg
4 8s 88 0.26667 scrambled-32.jpg
4 8s 88.2667 0.26667 scrambled-928.jpg
4 8s 88.5333 0.26667 scrambled-1004.jpg
4 8s 88.8 0.26667 scrambled-429.jpg
4 8s 89.0667 0.26667 scrambled-385.jpg
4 8s 89.3333 0.26667 scrambled-1096.jpg
4 8s 89.6 0.26667 scrambled-870.jpg
4 8s 89.8667 0.26667 scrambled-717.jpg
4 8s 90.1333 0.26667 scrambled-81.jpg
4 8s 90.4 0.26667 scrambled-1068.jpg
4 8s 90.6667 0.26667 scrambled-572.jpg
4 8s 90.9333 0.26667 scrambled-608.jpg
4 8s 91.2 0.26667 scrambled-476.jpg
4 8s 91.4667 0.26667 scrambled-1246.jpg
4 8s 91.7333 0.26667 scrambled-792.jpg
5 15s 117 0.5 scrambled-846.jpg
5 15s 117.5 0.5 scrambled-205.jpg
5 15s 118 0.5 scrambled-108.jpg
5 15s 118.5 0.5 scrambled-1389.jpg
5 15s 119 0.5 scrambled-313.jpg
5 15s 119.5 0.5 scrambled-1428.jpg
5 15s 120 0.5 scrambled-718.jpg
5 15s 120.5 0.5 scrambled-638.jpg
5 15s 121 0.5 scrambled-257.jpg
5 15s 121.5 0.5 scrambled-342.jpg
5 15s 122 0.5 scrambled-1074.jpg
5 15s 122.5 0.5 scrambled-308.jpg
5 15s 123 0.5 scrambled-326.jpg
5 15s 123.5 0.5 scrambled-1006.jpg
5 15s 124 0.5 scrambled-1261.jpg
5 15s 124.5 0.5 scrambled-1433.jpg
5 15s 125 0.5 scrambled-670.jpg
5 15s 125.5 0.5 scrambled-972.jpg
5 15s 126 0.5 scrambled-1423.jpg
5 15s 126.5 0.5 scrambled-1283.jpg
5 15s 127 0.5 scrambled-731.jpg
5 15s 127.5 0.5 scrambled-1384.jpg
5 15s 128 0.5 scrambled-488.jpg
5 15s 128.5 0.5 scrambled-335.jpg
5 15s 129 0.5 scrambled-762.jpg
5 15s 129.5 0.5 scrambled-1194.jpg
5 15s 130 0.5 scrambled-985.jpg
5 15s 130.5 0.5 scrambled-1390.jpg
5 15s 131 0.5 scrambled-654.jpg
5 15s 131.5 0.5 scrambled-167.jpg
6 4s 144 0.13333 scrambled-923.jpg
6 4s 144.1333 0.13333 scrambled-1229.jpg
6 4s 144.2667 0.13333 scrambled-983.jpg
6 4s 144.4 0.13333 scrambled-330.jpg
6 4s 144.5333 0.13333 scrambled-815.jpg
6 4s 144.6667 0.13333 scrambled-1303.jpg
6 4s 144.8 0.13333 scrambled-72.jpg
6 4s 144.9333 0.13333 scrambled-469.jpg
6 4s 145.0667 0.13333 scrambled-512.jpg
6 4s 145.2 0.13333 scrambled-1155.jpg
6 4s 145.3333 0.13333 scrambled-410.jpg
6 4s 145.4667 0.13333 scrambled-571.jpg
6 4s 145.6 0.13333 scrambled-948.jpg
6 4s 145.7333 0.13333 scrambled-141.jpg
6 4s 145.8667 0.13333 scrambled-347.jpg
6 4s 146 0.13333 scrambled-781.jpg
6 4s 146.1333 0.13333 scrambled-1308.jpg
6 4s 146.2667 0.13333 scrambled-370.jpg
6 4s 146.4 0.13333 scrambled-1403.jpg
6 4s 146.5333 0.13333 scrambled-597.jpg
6 4s 146.6667 0.13333 scrambled-1224.jpg
6 4s 146.8 0.13333 scrambled-245.jpg
6 4s 146.9333 0.13333 scrambled-1391.jpg
6 4s 147.0667 0.13333 scrambled-209.jpg
6 4s 147.2 0.13333 scrambled-732.jpg
6 4s 147.3333 0.13333 scrambled-376.jpg
6 4s 147.4667 0.13333 scrambled-1103.jpg
6 4s 147.6 0.13333 scrambled-591.jpg
6 4s 147.7333 0.13333 scrambled-485.jpg
6 4s 147.8667 0.13333 scrambled-1404.jpg
7 30s 160 1 scrambled-1046.jpg
7 30s 161 1 scrambled-930.jpg
7 30s 162 1 scrambled-1293.jpg
7 30s 163 1 scrambled-896.jpg
7 30s 164 1 scrambled-511.jpg
7 30s 165 1 scrambled-699.jpg
7 30s 166 1 scrambled-344.jpg
7 30s 167 1 scrambled-564.jpg
7 30s 168 1 scrambled-1318.jpg
7 30s 169 1 scrambled-1172.jpg
7 30s 170 1 scrambled-1373.jpg
7 30s 171 1 scrambled-1314.jpg
7 30s 172 1 scrambled-397.jpg
7 30s 173 1 scrambled-1135.jpg
7 30s 174 1 scrambled-862.jpg
7 30s 175 1 scrambled-938.jpg
7 30s 176 1 scrambled-554.jpg
7 30s 177 1 scrambled-169.jpg
7 30s 178 1 scrambled-1093.jpg
7 30s 179 1 scrambled-114.jpg
7 30s 180 1 scrambled-1271.jpg
7 30s 181 1 scrambled-226.jpg
7 30s 182 1 scrambled-1352.jpg
7 30s 183 1 scrambled-446.jpg
7 30s 184 1 scrambled-758.jpg
7 30s 185 1 scrambled-1431.jpg
7 30s 186 1 scrambled-115.jpg
7 30s 187 1 scrambled-1388.jpg
7 30s 188 1 scrambled-973.jpg
7 30s 189 1 scrambled-821.jpg
8 8s 202 0.26667 scrambled-497.jpg
8 8s 202.2667 0.26667 scrambled-1334.jpg
8 8s 202.5333 0.26667 scrambled-831.jpg
8 8s 202.8 0.26667 scrambled-398.jpg
8 8s 203.0667 0.26667 scrambled-92.jpg
8 8s 203.3333 0.26667 scrambled-1034.jpg
8 8s 203.6 0.26667 scrambled-853.jpg
8 8s 203.8667 0.26667 scrambled-291.jpg
8 8s 204.1333 0.26667 scrambled-1130.jpg
8 8s 204.4 0.26667 scrambled-249.jpg
8 8s 204.6667 0.26667 scrambled-1381.jpg
8 8s 204.9333 0.26667 scrambled-162.jpg
8 8s 205.2 0.26667 scrambled-1209.jpg
8 8s 205.4667 0.26667 scrambled-65.jpg
8 8s 205.7333 0.26667 scrambled-449.jpg
8 8s 206 0.26667 scrambled-5.jpg
8 8s 206.2667 0.26667 scrambled-452.jpg
8 8s 206.5333 0.26667 scrambled-1049.jpg
8 8s 206.8 0.26667 scrambled-10.jpg
8 8s 207.0667 0.26667 scrambled-1219.jpg
8 8s 207.3333 0.26667 scrambled-296.jpg
8 8s 207.6 0.26667 scrambled-1351.jpg
8 8s 207.8667 0.26667 scrambled-338.jpg
8 8s 208.1333 0.26667 scrambled-179.jpg
