Exp3 conditions: 2s, 4s, 8s, 15s, 30s
Run duration (s): 276

Trial Condition Onset Duration Image
1 2s 25 0.066667 scrambled-460.jpg
1 2s 25.0667 0.066667 scrambled-1127.jpg
1 2s 25.1333 0.066667 scrambled-891.jpg
1 2s 25.2 0.066667 scrambled-606.jpg
1 2s 25.2667 0.066667 scrambled-1293.jpg
1 2s 25.3333 0.066667 scrambled-227.jpg
1 2s 25.4 0.066667 scrambled-336.jpg
1 2s 25.4667 0.066667 scrambled-665.jpg
1 2s 25.5333 0.066667 scrambled-141.jpg
1 2s 25.6 0.066667 scrambled-1073.jpg
1 2s 25.6667 0.066667 scrambled-696.jpg
1 2s 25.7333 0.066667 scrambled-746.jpg
1 2s 25.8 0.066667 scrambled-662.jpg
1 2s 25.8667 0.066667 scrambled-1047.jpg
1 2s 25.9333 0.066667 scrambled-1358.jpg
1 2s 26 0.066667 scrambled-754.jpg
1 2s 26.0667 0.066667 scrambled-1102.jpg
1 2s 26.1333 0.066667 scrambled-625.jpg
1 2s 26.2 0.066667 scrambled-732.jpg
1 2s 26.2667 0.066667 scrambled-506.jpg
1 2s 26.3333 0.066667 scrambled-1331.jpg
1 2s 26.4 0.066667 scrambled-303.jpg
1 2s 26.4667 0.066667 scrambled-1432.jpg
1 2s 26.5333 0.066667 scrambled-328.jpg
1 2s 26.6 0.066667 scrambled-308.jpg
1 2s 26.6667 0.066667 scrambled-1038.jpg
1 2s 26.7333 0.066667 scrambled-101.jpg
1 2s 26.8 0.066667 scrambled-317.jpg
1 2s 26.8667 0.066667 scrambled-179.jpg
1 2s 26.9333 0.066667 scrambled-218.jpg
2 15s 39 0.5 scrambled-1422.jpg
2 15s 39.5 0.5 scrambled-105.jpg
2 15s 40 0.5 scrambled-1042.jpg
2 15s 40.5 0.5 scrambled-3.jpg
2 15s 41 0.5 scrambled-1237.jpg
2 15s 41.5 0.5 scrambled-670.jpg
2 15s 42 0.5 scrambled-993.jpg
2 15s 42.5 0.5 scrambled-1093.jpg
2 15s 43 0.5 scrambled-190.jpg
2 15s 43.5 0.5 scrambled-38.jpg
2 15s 44 0.5 scrambled-450.jpg
2 15s 44.5 0.5 scrambled-482.jpg
2 15s 45 0.5 scrambled-1319.jpg
2 15s 45.5 0.5 scrambled-494.jpg
2 15s 46 0.5 scrambled-13.jpg
2 15s 46.5 0.5 scrambled-960.jpg
2 15s 47 0.5 scrambled-195.jpg
2 15s 47.5 0.5 scrambled-401.jpg
2 15s 48 0.5 scrambled-1025.jpg
2 15s 48.5 0.5 scrambled-327.jpg
2 15s 49 0.5 scrambled-734.jpg
2 15s 49.5 0.5 scrambled-1266.jpg
2 15s 50 0.5 scrambled-281.jpg
2 15s 50.5 0.5 scrambled-152.jpg
2 15s 51 0.5 scrambled-388.jpg
2 15s 51.5 0.5 scrambled-671.jpg
2 15s 52 0.5 scrambled-963.jpg
2 15s 52.5 0.5 scrambled-1153.jpg
2 15s 53 0.5 scrambled-1164.jpg
2 15s 53.5 0.5 scrambled-320.jpg
3 4s 66 0.13333 scrambled-331.jpg
3 4s 66.1333 0.13333 scrambled-392.jpg
3 4s 66.2667 0.13333 scrambled-1341.jpg
3 4s 66.4 0.13333 scrambled-186.jpg
3 4s 66.5333 0.13333 scrambled-440.jpg
3 4s 66.6667 0.13333 scrambled-237.jpg
3 4s 66.8 0.13333 scrambled-72.jpg
3 4s 66.9333 0.13333 scrambled-231.jpg
3 4s 67.0667 0.13333 scrambled-298.jpg
3 4s 67.2 0.13333 scrambled-136.jpg
3 4s 67.3333 0.13333 scrambled-1233.jpg
3 4s 67.4667 0.13333 scrambled-413.jpg
3 4s 67.6 0.13333 scrambled-832.jpg
3 4s 67.7333 0.13333 scrambled-841.jpg
3 4s 67.8667 0.13333 scrambled-647.jpg
3 4s 68 0.13333 scrambled-1430.jpg
3 4s 68.1333 0.13333 scrambled-269.jpg
3 4s 68.2667 0.13333 scrambled-45.jpg
3 4s 68.4 0.13333 scrambled-1123.jpg
3 4s 68.5333 0.13333 scrambled-1400.jpg
3 4s 68.6667 0.13333 scrambled-261.jpg
3 4s 68.8 0.13333 scrambled-507.jpg
3 4s 68.9333 0.13333 scrambled-550.jpg
3 4s 69.0667 0.13333 scrambled-47.jpg
3 4s 69.2 0.13333 scrambled-1165.jpg
3 4s 69.3333 0.13333 scrambled-685.jpg
3 4s 69.4667 0.13333 scrambled-14.jpg
3 4s 69.6 0.13333 scrambled-1072.jpg
3 4s 69.7333 0.13333 scrambled-1039.jpg
3 4s 69.8667 0.13333 scrambled-21.jpg
4 8s 82 0.26667 scrambled-408.jpg
4 8s 82.2667 0.26667 scrambled-592.jpg
4 8s 82.5333 0.26667 scrambled-786.jpg
4 8s 82.8 0.26667 scrambled-784.jpg
4 8s 83.0667 0.26667 scrambled-1031.jpg
4 8s 83.3333 0.26667 scrambled-1275.jpg
4 8s 83.6 0.26667 scrambled-964.jpg
4 8s 83.8667 0.26667 scrambled-921.jpg
4 8s 84.1333 0.26667 scrambled-753.jpg
4 8s 84.4 0.26667 scrambled-741.jpg
4 8s 84.6667 0.26667 scrambled-480.jpg
4 8s 84.9333 0.26667 scrambled-348.jpg
4 8s 85.2 0.26667 scrambled-140.jpg
4 8s 85.4667 0.26667 scrambled-668.jpg
4 8s 85.7333 0.26667 scrambled-1385.jpg
4 8s 86 0.26667 scrambled-421.jpg
4 8s 86.2667 0.26667 scrambled-133.jpg
4 8s 86.5333 0.26667 scrambled-1359.jpg
4 8s 86.8 0.26667 scrambled-1218.jpg
4 8s 87.0667 0.26667 scrambled-709.jpg
4 8s 87.3333 0.26667 scrambled-1136.jpg
4 8s 87.6 0.26667 scrambled-699.jpg
4 8s 87.8667 0.26667 scrambled-1222.jpg
4 8s 88.1333 0.26667 scrambled-469.jpg
4 8s 88.4 0.26667 scrambled-1361.jpg
4 8s 88.6667 0.26667 scrambled-562.jpg
4 8s 88.9333 0.26667 scrambled-1370.jpg
4 8s 89.2 0.26667 scrambled-239.jpg
4 8s 89.4667 0.26667 scrambled-202.jpg
4 8s 89.7333 0.26667 scrambled-997.jpg
5 30s 102 1 scrambled-1078.jpg
5 30s 103 1 scrambled-1389.jpg
5 30s 104 1 scrambled-1068.jpg
5 30s 105 1 scrambled-220.jpg
5 30s 106 1 scrambled-417.jpg
5 30s 107 1 scrambled-509.jpg
5 30s 108 1 scrambled-111.jpg
5 30s 109 1 scrambled-1390.jpg
5 30s 110 1 scrambled-39.jpg
5 30s 111 1 scrambled-1408.jpg
5 30s 112 1 scrambled-1349.jpg
5 30s 113 1 scrambled-44.jpg
5 30s 114 1 scrambled-216.jpg
5 30s 115 1 scrambled-360.jpg
5 30s 116 1 scrambled-479.jpg
5 30s 117 1 scrambled-656.jpg
5 30s 118 1 scrambled-1158.jpg
5 30s 119 1 scrambled-155.jpg
5 30s 120 1 scrambled-1192.jpg
5 30s 121 1 scrambled-972.jpg
5 30s 122 1 scrambled-252.jpg
5 30s 123 1 scrambled-99.jpg
5 30s 124 1 scrambled-575.jpg
5 30s 125 1 scrambled-1099.jpg
5 30s 126 1 scrambled-838.jpg
5 30s 127 1 scrambled-775.jpg
5 30s 128 1 scrambled-366.jpg
5 30s 129 1 scrambled-817.jpg
5 30s 130 1 scrambled-659.jpg
5 30s 131 1 scrambled-297.jpg
6 4s 144 0.13333 scrambled-307.jpg
6 4s 144.1333 0.13333 scrambled-564.jpg
6 4s 144.2667 0.13333 scrambled-678.jpg
6 4s 144.4 0.13333 scrambled-1161.jpg
6 4s 144.5333 0.13333 scrambled-1302.jpg
6 4s 144.6667 0.13333 scrambled-70.jpg
6 4s 144.8 0.13333 scrambled-883.jpg
6 4s 144.9333 0.13333 scrambled-776.jpg
6 4s 145.0667 0.13333 scrambled-1083.jpg
6 4s 145.2 0.13333 scrambled-815.jpg
6 4s 145.3333 0.13333 scrambled-478.jpg
6 4s 145.4667 0.13333 scrambled-720.jpg
6 4s 145.6 0.13333 scrambled-274.jpg
6 4s 145.7333 0.13333 scrambled-1111.jpg
6 4s 145.8667 0.13333 scrambled-1081.jpg
6 4s 146 0.13333 scrambled-306.jpg
6 4s 146.1333 0.13333 scrambled-567.jpg
6 4s 146.2667 0.13333 scrambled-373.jpg
6 4s 146.4 0.13333 scrambled-950.jpg
6 4s 146.5333 0.13333 scrambled-1435.jpg
6 4s 146.6667 0.13333 scrambled-1062.jpg
6 4s 146.8 0.13333 scrambled-870.jpg
6 4s 146.9333 0.13333 scrambled-823.jpg
6 4s 147.0667 0.13333 scrambled-132.jpg
6 4s 147.2 0.13333 scrambled-704.jpg
6 4s 147.3333 0.13333 scrambled-596.jpg
6 4s 147.4667 0.13333 scrambled-1151.jpg
6 4s 147.6 0.13333 scrambled-1067.jpg
6 4s 147.7333 0.13333 scrambled-1075.jpg
6 4s 147.8667 0.13333 scrambled-397.jpg
7 30s 160 1 scrambled-1282.jpg
7 30s 161 1 scrambled-28.jpg
7 30s 162 1 scrambled-1204.jpg
7 30s 163 1 scrambled-576.jpg
7 30s 164 1 scrambled-701.jpg
7 30s 165 1 scrambled-446.jpg
7 30s 166 1 scrambled-1416.jpg
7 30s 167 1 scrambled-189.jpg
7 30s 168 1 scrambled-1138.jpg
7 30s 169 1 scrambled-863.jpg
7 30s 170 1 scrambled-377.jpg
7 30s 171 1 scrambled-1313.jpg
7 30s 172 1 scrambled-1128.jpg
7 30s 173 1 scrambled-1245.jpg
7 30s 174 1 scrambled-937.jpg
7 30s 175 1 scrambled-865.jpg
7 30s 176 1 scrambled-712.jpg
7 30s 177 1 scrambled-717.jpg
7 30s 178 1 scrambled-764.jpg
7 30s 179 1 scrambled-1195.jpg
7 30s 180 1 scrambled-536.jpg
7 30s 181 1 scrambled-582.jpg
7 30s 182 1 scrambled-56.jpg
